shop
ID;Name;Brand;Amenity;Longitude;Latitude
22804319604;Aldi;Aldi;supermarket;5.6551714;50.8640771
22804491729;Hendriks schoenmode by Calbasa;;shoes;5.6713559;50.8604729
22804496240;Funny Deco;;party;5.670713;50.8607662
22804501248;Gadet Mode;;clothes;5.6704501;50.8606982
22804502750;Asenna Beauty;;beauty;5.6703163;50.8606636
22804502856;Kippenhof;;butcher;5.6699002;50.8605548
22804505480;Slagerij Brandts;;butcher;5.670011;50.8605837
22804505652;Creme de la Creme;;pastry;5.6699541;50.8605695
22804505758;Primera;Primera;newsagent;5.6693932;50.8604234
22804505909;Calbasa Fashion & Shoes;;clothes;5.6716566;50.8604583
22804508163;Be Fit Maastricht;;nutrition_supplements;5.6710327;50.8603754
22804508197;Shabnam;;greengrocer;5.6695273;50.8604578
22804508664;OP = OP;;party;5.6692697;50.8603919
22804511253;Kapper François;;hairdresser;5.6686428;50.8602238
22804511438;Stomerij Kerkhoffs;;dry_cleaning;5.6685789;50.8602144
22804875617;Dphone;;mobile_phone;5.6912964;50.849794
22804875630;Per Semprr;;clothes;5.6931239;50.8488791
22804875631;Mon Rêve;;hairdresser;5.6930247;50.8504749
22804875632;Hilfiger Denim;;clothes;5.6923319;50.8505412
22804875633;Grail;;clothes;5.6914541;50.8502348
22804875641;Ferrum;;jewelry;5.6905268;50.8501335
22804875642;Aveda;;beauty;5.6941359;50.8484726
22804889883;Boekhandel Dominicanen;;books;5.6896359;50.8501201
22804889888;Jamin;Jamin;confectionery;5.6922088;50.8497862
22804889889;;;clothes;5.6909297;50.8488266
22804889896;Iva;;clothes;5.6849453;50.8494709
22804889902;Yoké;;clothes;5.6902834;50.8508073
22804889903;Scope Store;;gift;5.6915958;50.8486948
22804889904;Scotch & Soda;Scotch & Soda;clothes;5.6922655;50.8509516
22804889906;Pinky;;confectionery;5.6927402;50.8479397
22804889915;Oil & Vinegar;Oil & Vinegar;deli;5.6904569;50.8506031
22804889917;De Bisschopsmolen;;bakery;5.6926987;50.8463857
22804889924;Pinky;;ice_cream;5.6892972;50.8496685
22804889937;King of Menstyle;;clothes;5.6905723;50.8485435
22804889948;Wam Denim;;clothes;5.692425;50.8496618
22804889957;No Label;;interior_decoration;5.691412;50.848651
22804889959;Dare in Dono;;jewelry;5.692138;50.8507215
22804889962;Shoes & Shirts;;shoes;5.6935082;50.8479847
22804889963;Eco Linea;;clothes;5.6899296;50.8488095
22804889964;Possible;;clothes;5.690295;50.8490015
22804889971;Courage;;clothes;5.6902785;50.8493186
22804889976;;;shoes;5.691404;50.8493448
22804889979;State of Art;;clothes;5.692506;50.8486873
22804890381;Imago;;clothes;5.6920294;50.8490023
22804890397;Claudia Sträter;Claudia Sträter;clothes;5.6926892;50.8496314
22804890702;;;jewelry;5.6938237;50.8492483
22804890704;D’n Boekenwurm;;books;5.6933343;50.8505076
22804890706;Bijou Brigitte;Bijou Brigitte;jewelry;5.6923047;50.8507576
22804890707;Lifestyle;;interior_decoration;5.6914368;50.8504592
22804890710;Belle Flo;;jewelry;5.6938002;50.8479508
22804890717;Star Mobile;;mobile_phone;5.6904806;50.8503736
22804890718;Wolford;Wolford;clothes;5.6940876;50.8486683
22804890722;Antony Morato;;clothes;5.6926595;50.8487532
22804890827;WE;WE;clothes;5.692469;50.8496167
22804890833;Vanilla;;clothes;5.6936884;50.8494033
22804890835;GANT;GANT;clothes;5.6934324;50.8489765
22804890837;Promiss;;vacant;5.6921436;50.8506884
22804890848;Wishlist Things;;interior_decoration;5.6902675;50.8492807
22804890855;Tamaris;Tamaris;shoes;5.6924916;50.8486285
22804891057;T-Mobile;T-Mobile;mobile_phone;5.692719;50.8495927
22804891062;Willy Vossen;;jewelry;5.6937389;50.8492434
22804891063;L’Angelico;;clothes;5.6935204;50.8488884
22804891065;KPN;KPN;mobile_phone;5.6923122;50.8507155
22804891066;Paradis de Clayre;;interior_decoration;5.6914426;50.850387
22804891075;T-Mobile;T-Mobile;mobile_phone;5.6904871;50.8503335
22804891082;Dermalogica;;cosmetics;5.6926486;50.848689
22804891252;Christian Lagerwaard;;clothes;5.6932358;50.8484641
22804891253;Muchachas;;clothes;5.6905205;50.8484743
22804891260;Score;;clothes;5.6925113;50.8495706
22804891267;Conflict;;interior_decoration;5.6913932;50.8485364
22804891268;Dierenspeciaalzaak Wolters;;pet;5.6912704;50.8503779
22804891269;Trivaldi;;clothes;5.6897368;50.8487959
22804891271;Freddy;;clothes;5.6907145;50.8490297
22804891276;PicturePeople;;photo;5.6903511;50.8502136
22804891277;Hannes Roether;;clothes;5.6902706;50.8492444
22804891278;Be One;;clothes;5.6939589;50.848627
22804891282;Souren;;bakery;5.6913615;50.8492737
22804891294;New Hampshire;;clothes;5.6896468;50.8487976
22804891512;Marc O'Polo;Marc O'Polo;clothes;5.6924782;50.8485719
22804891545;7 Camicie;;clothes;5.6918657;50.8490244
22804891556;Hunkemöller;Hunkemöller;clothes;5.6927655;50.84954
22804891561;Schins;;clothes;5.6934463;50.848882
22804891562;Holland & Barett;;chemist;5.6923207;50.8506663
22804891566;Repeat;;clothes;5.693641;50.8479282
22804891571;Kinsjasa;;clothes;5.6907701;50.8490369
22804891616;Isa;;clothes;5.6904953;50.850284
22804891617;Loake;;shoes;5.6941075;50.8486057
22804891683;Christianne Rousseau;;interior_decoration;5.6932518;50.848371
22804891684;Traders Pop;;clothes;5.6904655;50.8484042
22804891693;Jack & Jones;Jack & Jones;clothes;5.692542;50.8495378
22804891699;Denham;;clothes;5.6935266;50.8493961
22804891700;Montulet;;clothes;5.6932586;50.8489779
22804892088;Uniq Mode;;clothes;5.6928051;50.8494885
22804892093;Eleventy;;clothes;5.6933778;50.8488754
22804892094;Puur;;jewelry;5.6931633;50.8504898
22804892095;AKO;AKO;books;5.6923295;50.8506232
22804892096;Handyman;;electronics;5.6914476;50.8503044
22804892099;Noë;;shoes;5.6909467;50.849086
22804892101;Studio - Cedille Design;;interior_decoration;5.6913803;50.8484739
22804892103;Belle et Beau;;clothes;5.6912797;50.8503216
22804892105;Coin des Filles;;accessories;5.6895958;50.8487988
22804892108;My Jewellery;My Jewellery;clothes;5.6908477;50.8490543
22804892111;La Ligna;;clothes;5.6903609;50.8501504
22804892112;Menners;;clothes;5.6902746;50.849203
22804892113;Mayfair;;clothes;5.6939687;50.848564
22804892117;Gerry Weber;Gerry Weber;clothes;5.6924745;50.8485166
22804892304;Sandwich_;;clothes;5.6905028;50.8502408
22804892305;7 for all Mankind;;clothes;5.6941197;50.8485505
22804892310;Esprit;Esprit;clothes;5.6926505;50.8485764
22804892325;Avanti;;clothes;5.6892554;50.8483133
22804892388;Nelson;Nelson;shoes;5.69258;50.8494939
22804892394;Van Lier;Van Lier;shoes;5.6934616;50.8493929
22804892400;Aristo;;clothes;5.6894865;50.8488018
22804892705;‘t Stokpeerdsje;;interior_decoration;5.6902745;50.8491602
22804892759;Giensch;;clothes;5.6917166;50.8490454
22804892764;Miss Etam;;vacant;5.69135;50.8497945
22804892771;Dr. Martens;Dr. Martens;shoes;5.692831;50.8494542
22804892777;Woolrich;;clothes;5.6932284;50.8488693
22804892779;Le Ballon;;clothes;5.6923388;50.8505865
22804892780;Angela’s Bijoux;;jewelry;5.6914505;50.850271
22804892882;Festen;;interior_decoration;5.691608;50.8487699
22804893166;Rituals;Rituals;cosmetics;5.690454;50.8506621
22804893502;Pop-up Outlet by PL-Line;;clothes;5.6914592;50.8477075
22804893524;Max Mara;Max Mara;clothes;5.6911985;50.8478935
22804893528;Pinky;;confectionery;5.6922386;50.849916
22804893529;Scapa;;clothes;5.693227;50.8487447
22804893547;The Barbershop;;hairdresser;5.6914573;50.8489037
22804893548;Turkish Juwelier Alanya;;jewelry;5.6921066;50.8508736
22804893550;Wolky;;shoes;5.6911696;50.8507137
22804893554;Depeche;;clothes;5.6902482;50.8488774
22804893564;Pieces;;clothes;5.6903035;50.8507371
22804893566;Steiner;;antiques;5.6940001;50.8489238
22804893572;Peter Kaiser;;shoes;5.6925679;50.8489194
22804893595;ONLY;ONLY;clothes;5.6926054;50.8494171
22804893599;Filipucci;;jewelry;5.6933985;50.8493894
22804893600;Gigue;;clothes;5.6931166;50.8489885
22804894060;Cuplé;;clothes;5.6929078;50.848904
22804894062;Steps;;vacant;5.6923615;50.8504022
22804894063;Bargello;;perfumery;5.691464;50.8501209
22804894069;Scotch & Soda;Scotch & Soda;clothes;5.6905661;50.8500392
22804894070;Shoebaloo;;clothes;5.6941574;50.8484008
22804894074;Gabor;;shoes;5.6926371;50.8483842
22804894102;NAME IT;NAME IT;clothes;5.6921753;50.8504993
22804894112;Hemingway’s;;clothes;5.6902758;50.8491198
22804894909;Bastiaans;;shoes;5.6930336;50.8488914
22804894911;Bags & Bijoux;;jewelry;5.6914608;50.8501774
22804894914;Derlon’s Winestore;;wine;5.6935803;50.8479212
22804894920;Boulanger;;chocolate;5.6905437;50.8500935
22804894925;Mephisto;Mephisto;shoes;5.6926353;50.8484215
22804894986;Supertrash;;clothes;5.6932648;50.8493824
22804894987;Maison Ad;;clothes;5.6930174;50.8489999
22804894989;Verona;;clothes;5.6921915;50.8504161
22804894990;Uniq;;clothes;5.6913066;50.8501461
22804894996;Leon Martens Espace;;jewelry;5.6940057;50.8484078
22804894999;Lichtstroom;;electronics;5.6924957;50.8482929
22804895013;WE;WE;clothes;5.6913175;50.8499297
22804895017;Bread & More;;bakery;5.6898742;50.8469913
22804895022;Timberland;Timberland;clothes;5.693333;50.8493856
22804895025;Shoe Line;;shoes;5.6921868;50.8504518
22804895026;Het Huis Eyewish Opticiens;;optician;5.6912925;50.8502157
22804895028;A Fish Named Fred;;clothes;5.6893491;50.8488074
22804895035;Mr. & Mrs.;;shoes;5.6902804;50.8490799
22804895036;Siefers Opticum;;optician;5.6939979;50.848458
22804895039;Pieces;;clothes;5.6924872;50.84833
22804896018;AKO;AKO;books;5.6915559;50.8491924
22804896021;Douglas;Douglas;perfumery;5.6910948;50.8499161
22804896028;Schins;;clothes;5.6929456;50.8490094
22804896029;Steps;;vacant;5.6922021;50.8503766
22804896030;Hebbiesz;;clothes;5.6913173;50.8501034
22804896049;Monfrance;;shoes;5.6925142;50.8482349
22804896057;Foot Locker;Foot Locker;shoes;5.6910959;50.8497912
22804896064;River Woods;;clothes;5.693267;50.8492176
22804896066;Eyes+More;eyes and more;optician;5.6923725;50.8503634
22804896067;Tupperware;;houseware;5.6914675;50.8500557
22804896068;Salon Craft;;hairdresser;5.6925585;50.8477511
22804896069;Marc Cain;Marc Cain;clothes;5.6934128;50.8479003
22804896076;Lacoste;Lacoste;clothes;5.6926402;50.8483418
22804897129;FALKE;FALKE;clothes;5.6931008;50.8493778
22804897138;Blanche Dael;;coffee;5.6925367;50.8481796
22804897155;No Excess;;clothes;5.6913113;50.8490723
22804897159;C&A;C&A;clothes;5.6908726;50.8497797
22804897167;Oska;;clothes;5.6927788;50.8489343
22804897169;Heeren;;clothes;5.6933203;50.847889
22804897173;Amarna;;clothes;5.6941652;50.8483496
22804897174;Intertoys;Intertoys;toys;5.6926505;50.848286
22804897195;Bakker Bart;Bakker Bart;bakery;5.6931715;50.8492114
22804897354;Le Salonard;;deli;5.6916969;50.8467743
22804898132;Domiq;;clothes;5.6923096;50.84896
22804898137;Roeland Schoonbrood;;art;5.6896378;50.8499621
22804898141;Manfield;Manfield;shoes;5.6921175;50.8497804
22804898142;Pauw;;clothes;5.693454;50.8487635
22804898153;Stradivarius;Stradivarius;clothes;5.692552;50.849812
22804898159;Schins;;clothes;5.6938201;50.8489147
22804898160;Balsemien;;chemist;5.6902782;50.8509183
22804898162;Open 32;;clothes;5.6922778;50.850896
22804898163;Jos van Hugten;;clothes;5.6913842;50.8507048
22804898164;Monfrance;;clothes;5.6929208;50.8479551
22804898176;Lara;;clothes;5.690461;50.850542
22804898178;Nikkie;;clothes;5.6941025;50.848858
22804898190;Sacha;;shoes;5.69091;50.8499058
22804898303;La Dress;;clothes;5.6925534;50.8481219
22804898337;Maxime;;shoes;5.691233;50.8490574
22804898345;Cavallaro;;clothes;5.6930976;50.8492092
22804898346;ONLY;ONLY;clothes;5.6923934;50.8502839
22804898350;Liu Jo;Liu Jo;clothes;5.694182;50.8482885
22804898372;Valeb;;clothes;5.6912501;50.8491782
22804898374;Costes;;clothes;5.6908388;50.8499009
22804898380;Shoes & Boots;;shoes;5.6922399;50.8502344
22804898385;Kiki Niesten;;shoes;5.6940769;50.848198
22804898389;CoolCat;;clothes;5.6907348;50.8498962
22804898399;We-ar Vintage;;clothes;5.6911728;50.8490423
22804898404;Sam Friday;;clothes;5.6930294;50.8492053
22804898405;Didi;;vacant;5.6924047;50.8502328
22804898411;Kiki’s Stocksale;;clothes;5.6941893;50.8482395
22804898413;Vrijthof 33;;hairdresser;5.6874797;50.8495772
22804898414;Betty Barclay;Betty Barclay;clothes;5.6926618;50.8482236
22804898440;;;clothes;5.6911923;50.8491613
22804898442;Sidestep;;shoes;5.6906363;50.8498981
22804898447;Lucky Leder;;bag;5.6922494;50.8502062
22804898451;Sarah Pasini;;clothes;5.6940863;50.8481673
22804898471;Stylish;;clothes;5.691127;50.8490307
22804898472;;;vacant;5.6899382;50.8481527
22804898478;Christ;Christ;jewelry;5.692871;50.8492112
22804898479;Boekenvoordeel;Boekenvoordeel;books;5.6924128;50.8501901
22804898621;Bona Venia;;clothes;5.6939513;50.8479726
22804898624;Dille & Kamille;;houseware;5.6904434;50.8488205
22804898631;Etos;Etos;chemist;5.6904697;50.8504617
22804898639;BieZoe;;jewelry;5.6926857;50.8488484
22804898667;Coop;Coop;supermarket;5.6910124;50.8444437
22804898694;In ‘t Panhuis;;gift;5.6906789;50.8507636
22804898804;De 13 jongens;;clothes;5.6911432;50.8491469
22804898806;Durlinger;;shoes;5.6903859;50.8498697
22804898807;Monfrance;;shoes;5.693303;50.8481723
22804898810;Follies;;jewelry;5.6922559;50.8501814
22804898825;Paddy Point;;clothes;5.6910815;50.8490186
22804898829;G-Star Raw;G-Star Raw;clothes;5.6906053;50.8497632
22804898830;Garcia;;clothes;5.6924204;50.8501491
22804898835;Etalage;;clothes;5.6942238;50.8481062
22804898887;Bering;;jewelry;5.6922617;50.8501579
22804898891;Mody Mary;;clothes;5.6940983;50.8480869
22804899004;Sjieko;;clothes;5.6910364;50.8490065
22804899008;Mango;Mango;clothes;5.690428;50.8497488
22804899015;Munnichs;;shoes;5.692705;50.8480505
22804899170;ICI PARIS XL;ICI PARIS XL;perfumery;5.6921269;50.8499184
22804899171;Von Euersdorff;;perfumery;5.6906721;50.8486756
22804899180;Sneakers;;shoes;5.6923534;50.8497483
22804899181;Camel Active;;clothes;5.6939537;50.8490702
22804899187;Bastiaans Bis;;shoes;5.6940063;50.8494228
22804899189;;;clothes;5.6937504;50.8490074
22804899192;Festen;;interior_decoration;5.6914453;50.8488338
22804899194;Sioux Grashopper;;shoes;5.6921144;50.8508376
22804899196;O.L. Vrouwe;;art;5.6930278;50.8479633
22804899198;Caroline Biss;;clothes;5.693899;50.8480386
22804899199;Jing’s;;clothes;5.690176;50.8488581
22804899212;Georgette;;clothes;5.6939824;50.8488804
22804899218;The Athlete’s Foot;;shoes;5.6925602;50.8488897
22804899221;Suzy B.;;clothes;5.6910508;50.8491176
22804899227;Sacha;;shoes;5.6922898;50.8500946
22804899247;Maison Louis;;clothes;5.6942882;50.8479531
22804899268;Mybajka;;clothes;5.690998;50.8491025
22804899401;;;clothes;5.6924435;50.8500334
22804899421;Claire’s;;accessories;5.6899443;50.8498455
22804899427;Purdey Maastricht;;clothes;5.694163;50.8478946
22804899445;Expresso;;clothes;5.6903086;50.8497347
22804899469;Foto Rembrandt;;photo;5.6899021;50.8498427
22804899472;L'Occitane;L'Occitane;cosmetics;5.6922941;50.8500311
22804899476;Cristel Marcellis;;clothes;5.6941796;50.8477149
22804899487;Foot Locker;Foot Locker;shoes;5.6902012;50.8497273
22804899489;Meijer & Meijer;;clothes;5.692455;50.8499701
22804899621;Six;;clothes;5.6897929;50.8498392
22804899624;Jacks and Jeans;;clothes;5.6922998;50.8499691
22804899631;Lush;Lush;cosmetics;5.6898446;50.849843
22804899659;Vans;Vans;shoes;5.6901282;50.8497217
22804899663;Sylver;;clothes;5.6943134;50.8477456
22804899893;Suitable;;clothes;5.6922502;50.8489693
22804899896;;;clothes;5.6920804;50.8477706
22804900203;Le Marais;;clothes;5.693374;50.8485207
22804900219;Christian Louboutin;;bag;5.6915339;50.8483303
22804900222;Birkenstock;Birkenstock;shoes;5.692309;50.8508478
22804900224;Compaenen Tobachoes Schürmann;;tobacco;5.6913821;50.8506742
22804900230;Lincherie;;clothes;5.6906287;50.8488603
22804900250;De Pindakaaswinkel;;supermarket;5.6927018;50.8488839
22804900256;Holland & Barett;;chemist;5.6896915;50.8498325
22804900257;Shoes & Shirts;;clothes;5.6933117;50.8480449
22804900260;Schmeck;;optician;5.6923117;50.8499319
22804900280;Levi's;Levi's;clothes;5.6900657;50.8497166
22804900282;De Winkel van Nijntje;;toys;5.6938032;50.8502878
22804900604;SoLow;;variety_store;5.6899974;50.8497124
22804900654;Bershka;Bershka;clothes;5.6894766;50.8498238
22804900656;Noppies;;clothes;5.6938368;50.8502027
22804900667;Kruidvat;Kruidvat;chemist;5.6899335;50.8497065
22804900678;Munnichs;;shoes;5.6893777;50.8498153
22804900681;Desigual;Desigual;clothes;5.6922171;50.8510618
22804900688;Délifrance;;bakery;5.689846;50.8497027
22804900690;Kruidvat;Kruidvat;chemist;5.6922415;50.8510138
22804900692;Manfield;Manfield;shoes;5.6897542;50.8496979
22804900695;America Today;;clothes;5.6892537;50.8497939
22804900699;Björn Borg;;clothes;5.6920638;50.8509391
22804901108;Top Fashion;;clothes;5.6896559;50.8496924
22804901175;Sinckers & Zoon;;shoes;5.691572;50.849599
22804902032;Ecco;Ecco;shoes;5.6920563;50.8499196
22804902043;Swarovski;Swarovski;jewelry;5.6923811;50.8497109
22804902048;Le Creuset;Le Creuset;houseware;5.6939138;50.8494148
22804902050;Now;;clothes;5.6936482;50.8490113
22804902055;Cheese Expo;;greengrocer;5.6911937;50.8506243
22804902060;Atelier Maastricht;;clothes;5.6901078;50.8488352
22804902076;Colette;;clothes;5.6939775;50.8488424
22804902084;Van Dalen;;shoes;5.6925466;50.8488415
22804903037;MS Mode;MS Mode;clothes;5.6895059;50.8496851
22804903038;The Items;;clothes;5.6941154;50.849632
22804903050;Optiek Carl Kramp;;optician;5.6941079;50.8495902
22804903059;Triumph;Triumph;clothes;5.6894173;50.8496796
22804904985;‘t Mooswief;;party;5.6930439;50.8510952
22804904989;Vingino;;clothes;5.6926409;50.8497055
22804904991;Hair Boutique Maya;;hairdresser;5.6848608;50.8493511
22804904994;Mondiales;;shoes;5.6939852;50.8492477
22804904996;Fashion Outlet;;clothes;5.6936842;50.8489013
22804904999;Kymyka;;bag;5.6915241;50.8482656
22804905000;Erbinotto;;clothes;5.6922927;50.8508192
22804906663;Pandora;Pandora;jewelry;5.6919891;50.8499222
22804906664;BO1;;clothes;5.6932327;50.8485781
22804906665;Brocantique Watches;;jewelry;5.6906141;50.8485974
22804906674;Watch!;;watches;5.6924069;50.849682
22804906681;Ikks;Ikks;clothes;5.6938188;50.849411
22804906687;Martens van Lijf;;jewelry;5.6921307;50.8507556
22804906688;Calucci;;clothes;5.6912163;50.8505502
22804906693;Sarneedessous;;clothes;5.6899944;50.8488401
22804906695;Gents;;clothes;5.6903128;50.8489034
22804907102;Moustache;;clothes;5.6903244;50.8503654
22804907105;Basler;;clothes;5.6939741;50.8487596
22804907113;Massimo Dutti;Massimo Dutti;clothes;5.6925323;50.8487619
22804907586;Stijl;;clothes;5.6921117;50.8489894
22804907593;Van Daan;;clothes;5.690709;50.848518
22804908305;Zumo;;clothes;5.6939;50.8492581
22804908306;Christian;;clothes;5.6936148;50.8488948
22804908309;Paprika;;clothes;5.6922985;50.8507872
22804908314;Martens & Mathot;;optician;5.693866;50.8479578
22804908322;Étoil Maastricht;;jewelry;5.6940918;50.8487454
22804908328;Zara Home;Zara Home;interior_decoration;5.6926673;50.8487896
22804908367;Sexshop Maastricht;;erotic;5.6857556;50.849832
22808474973;Young Living;;furniture;5.680642;50.8559194
22808485114;Yildiz Plaza;;supermarket;5.6724337;50.8515262
22808605031;Easy Going;;cannabis;5.6933793;50.8512727
22808608237;Kruidvat;Kruidvat;chemist;5.6931655;50.8519743
22808608268;Passe Partout;;drugs_paraphernalia;5.6932547;50.8512672
22808610993;Condito Exclusive;;clothes;5.6936215;50.8512894
22808613342;Ulla Popken;Ulla Popken;clothes;5.6928579;50.8512558
22808613611;JP Menswear;;clothes;5.692774;50.8512593
22808613613;Jumbo;Jumbo;supermarket;5.6934409;50.8520064
22808613682;Your Nails & Beauty;;beauty;5.6926768;50.8512501
22808614354;Coffeeshop Kosbor;;cannabis;5.6930961;50.8526895
22808616091;Spar City Maastricht;;convenience;5.6898065;50.8541116
22808616096;vanHaren;vanHaren;shoes;5.6925642;50.8513774
22808616294;Peter Van Ginkel Kunstenaarsbenodigdheden;Gerstaecker;paint;5.6878702;50.850876
22808616537;Rousseau Chocolate;;chocolate;5.6920255;50.8514264
22808616632;Sissy-Boy;;clothes;5.692109;50.8512587
22808617535;Toni & Guy Hairdressing;Toni & Guy;hairdresser;5.6899059;50.8528115
22809853706;ICI PARIS XL;ICI PARIS XL;perfumery;5.700026;50.8495896
